age,workclass,fnlwgt,education,marital-status,occupation,capital-gain,capital-loss,hours-per-week,race
35,4,4589,11,0,3,0,0,40,5
66,0,8735,0,0,0,7,0,20,4
43,4,14633,11,0,4,0,0,40,4
40,4,18370,15,5,4,0,0,60,4
57,2,11793,15,2,6,93,0,40,4
51,6,14598,9,0,12,0,0,40,5
50,5,8275,12,2,10,93,0,50,4
18,4,8407,2,4,12,0,0,8,4
47,4,12170,15,6,1,0,0,40,4
45,4,16699,2,0,5,0,0,40,5
84,2,8983,11,6,4,0,0,33,4
33,4,8164,11,0,6,0,0,45,4
32,4,17258,5,3,5,0,0,35,5
33,4,10751,11,0,7,0,0,40,5
50,7,15786,9,0,1,0,0,37,4
28,4,21920,9,4,3,0,0,40,4
50,4,5910,15,2,3,0,0,40,4
62,4,6953,11,2,4,0,0,12,4
70,0,18697,11,2,0,0,0,40,1
38,4,21292,15,4,3,0,47,40,5
34,4,149,9,3,7,0,74,40,4
50,4,12254,12,2,10,0,0,38,5
55,4,20723,11,2,3,70,0,40,4
27,4,11753,12,4,1,0,0,46,4
66,5,1307,0,2,5,0,0,50,5
49,2,1476,11,4,3,0,0,50,5
70,4,14351,6,2,7,43,0,40,4
47,4,12818,11,2,3,0,0,48,2
46,4,12379,11,3,7,0,0,40,4
56,5,6513,11,6,4,0,0,50,4
58,6,21847,11,2,12,0,0,40,5
49,6,12986,11,2,3,0,0,40,4
24,4,20036,9,4,7,0,0,65,4
39,4,8725,6,0,8,0,0,40,5
62,4,3195,11,4,1,0,0,38,2
33,4,17262,15,0,4,0,0,40,4
53,5,12977,10,0,4,0,0,60,5
19,4,9202,15,4,8,0,0,30,4
40,1,7883,9,2,1,0,52,40,5
52,4,21515,9,0,4,0,0,40,5
77,4,9716,8,0,12,0,32,30,5
29,4,12707,15,5,9,0,0,30,4
39,6,17010,11,4,4,0,0,50,5
19,4,15236,15,4,10,0,0,11,4
38,4,21102,0,2,3,0,0,40,5
36,4,15144,15,4,3,0,0,40,4
48,6,15227,2,6,12,0,0,40,5
20,4,20019,15,0,8,0,0,29,4
45,1,17474,11,4,14,55,0,40,4
20,4,1169,15,4,4,0,0,40,4
25,4,4715,2,4,3,0,0,40,4
32,4,4932,11,2,12,0,0,30,5
27,4,9134,11,2,7,45,0,40,4
31,4,5,7,4,1,29,0,38,4
44,1,13080,8,2,3,0,0,40,4
18,0,15649,11,4,0,0,0,40,4
35,7,3525,11,0,11,0,0,40,4
33,2,16630,9,0,10,0,74,40,5
18,4,13025,1,4,14,0,0,16,4
44,4,11500,7,5,1,0,0,35,5
45,4,4652,11,5,3,0,0,40,4
63,4,5364,11,2,7,0,0,40,5
36,4,18207,15,2,4,0,0,10,5
20,4,12126,15,4,6,0,0,40,4
40,4,5284,15,5,1,0,0,45,4
27,4,5044,3,4,8,0,0,35,4
45,6,603,9,2,5,0,0,60,5
31,4,18688,3,5,6,0,0,35,4
25,4,19990,11,4,8,0,0,40,5
35,4,3951,7,2,12,0,48,45,5
22,4,2163,2,4,14,0,0,30,4
36,4,4555,1,2,3,0,0,40,5
38,4,4184,15,2,3,96,0,40,4
50,4,17380,15,0,12,0,0,40,4
39,7,17223,11,4,8,0,0,40,4
26,2,19604,9,4,10,0,0,40,4
27,4,514,15,2,3,0,0,45,4
61,4,1897,9,0,1,0,0,35,5
62,6,2428,9,2,3,0,0,55,2
50,4,12168,11,2,13,0,46,40,4
30,6,16648,14,2,10,0,0,55,5
34,4,16811,8,4,12,41,0,45,5
28,4,7442,11,4,8,0,0,40,4
38,5,7147,9,2,3,0,0,50,4
28,2,17879,15,2,4,0,0,65,4
25,4,1911,8,2,12,0,0,42,4
63,4,6759,11,2,1,26,0,40,4
45,4,3917,11,2,14,0,0,50,4
34,4,3700,9,0,3,0,0,25,4
33,4,11162,11,0,6,0,0,30,4
53,4,2617,11,0,3,0,0,60,5
60,0,20695,9,3,0,0,0,15,1
59,7,17274,11,2,8,0,0,40,4
36,7,159,10,2,10,0,0,40,5
36,4,4846,15,5,4,0,0,60,4
42,4,12821,6,0,7,0,0,46,5
25,4,13986,15,2,4,0,0,40,3
61,4,9794,11,2,8,0,0,40,4
37,1,4825,15,2,4,0,0,40,5
52,4,6937,11,0,3,0,0,40,5
46,4,4637,15,6,1,0,0,60,4
61,6,5402,1,2,4,0,0,20,2
41,4,14725,15,2,3,0,0,56,4
43,5,3025,15,2,12,0,0,44,5
24,4,20631,1,0,7,0,0,40,4
48,4,12918,11,0,3,0,0,40,4
46,0,948,11,0,0,0,0,15,2
33,4,2490,11,0,12,0,0,40,4
29,4,11922,12,4,4,0,0,40,5
46,4,5735,11,0,3,0,0,40,4
35,4,6361,15,2,12,0,0,46,4
41,4,7267,9,6,12,0,0,50,4
38,4,14494,11,4,3,0,0,40,5
30,7,4220,9,2,10,0,0,40,5
18,4,14366,1,4,3,0,0,40,5
44,4,15097,15,2,14,0,0,40,5
50,6,19243,11,6,4,0,0,48,4
41,1,12106,9,2,1,0,0,40,4
61,4,323,11,0,12,0,87,25,4
19,4,15498,11,4,3,0,0,40,5
51,4,9993,6,2,12,0,0,40,4
65,0,2612,11,2,0,0,0,1,4
23,2,16637,15,4,8,0,0,20,5
38,5,11436,9,2,3,0,0,40,5
24,4,6220,15,5,1,0,0,35,4
31,4,11614,15,2,6,0,0,40,4
35,4,17453,11,0,12,116,0,60,5
25,4,7865,11,4,7,0,0,40,5
18,5,11232,11,4,5,0,0,25,5
36,4,13298,11,0,3,0,0,40,4
36,2,15990,9,2,10,0,34,50,4
46,6,12693,11,2,5,0,34,50,4
24,4,17970,11,4,8,0,0,40,4
43,7,19820,10,2,10,0,0,40,5
28,4,525,9,2,3,0,48,50,5
51,4,19686,3,2,8,0,0,54,4
37,4,19468,11,4,1,0,0,42,4
66,0,14143,5,0,0,0,0,10,4
22,7,8679,15,4,8,0,0,20,5
32,4,4145,7,2,10,0,55,42,4
48,4,10058,3,2,1,0,0,52,5
18,4,5671,2,4,12,0,0,24,4
51,4,7007,11,2,8,93,0,40,4
20,4,7089,15,4,1,0,0,40,5
27,4,7406,0,4,3,0,0,75,5
39,6,2208,7,2,1,0,0,40,4
59,4,18173,0,6,7,0,0,52,4
29,4,3539,15,3,3,0,0,40,5
18,4,10904,1,4,8,0,0,19,4
21,1,9490,2,4,1,0,0,25,4
46,4,20961,11,2,3,0,49,40,4
32,4,1038,9,4,13,0,0,40,5
36,4,6442,15,2,3,0,0,40,5
55,6,1528,8,2,8,0,0,42,5
45,7,547,9,5,10,0,0,40,4
22,4,13882,7,4,1,0,0,40,5
26,4,5668,9,4,1,0,0,24,4
43,4,6270,11,2,1,0,0,30,4
44,4,10726,15,2,6,0,0,60,5
35,4,4487,11,2,12,0,0,60,5
31,4,12718,11,4,8,0,0,24,4
68,5,21655,9,5,12,0,0,70,5
44,6,12329,11,2,3,53,0,50,4
20,6,10290,15,4,7,0,0,40,5
56,2,6371,15,0,1,0,0,35,4
45,4,12563,12,2,12,0,0,50,5
19,4,13118,15,4,8,0,0,20,4
66,2,10607,11,2,4,58,0,20,2
55,4,12837,1,2,7,0,0,32,4
30,4,12965,8,4,3,0,0,40,4
32,7,7624,9,2,4,0,0,55,4
47,2,14371,1,0,8,0,0,40,5
18,4,18521,11,4,1,0,0,25,4
41,4,20825,9,4,10,0,40,40,4
57,4,10768,9,2,10,93,0,40,4
50,2,15523,12,2,4,0,0,45,4
18,4,5690,6,4,8,0,0,15,4
57,2,16821,9,4,4,0,0,40,5
44,4,13342,11,2,14,0,0,40,4
44,4,9831,3,2,14,66,0,60,5
23,0,20628,7,4,0,0,36,20,4
18,4,10871,1,4,6,0,0,12,4
34,4,15707,11,2,8,0,0,45,4
46,4,10559,11,0,13,0,0,20,5
46,4,74,11,6,1,0,0,40,5
49,4,6365,11,4,8,0,0,40,4
51,4,7443,11,2,3,0,0,40,5
22,5,9698,9,4,6,0,0,40,5
35,4,482,11,2,4,0,0,40,4
40,4,12553,11,2,7,0,0,45,5
42,6,21296,7,2,14,0,0,50,4
55,4,16726,11,6,7,0,0,44,4
23,4,5430,9,4,4,0,0,60,2
52,4,8921,11,0,3,0,0,50,4
37,4,7665,9,5,8,0,0,36,4
55,6,11175,15,2,5,0,0,99,4
20,4,20397,0,5,12,0,0,36,4
25,4,9707,11,4,1,0,0,48,4
27,2,14325,11,2,6,0,0,40,2
18,1,1756,11,4,6,0,0,50,5
22,4,18625,11,4,6,0,0,40,0
58,4,21241,0,2,14,0,0,50,4
45,2,4921,12,2,10,0,0,40,5
48,4,1056,11,0,1,0,0,40,4
33,4,2980,15,2,13,0,0,20,5
21,4,21153,1,2,3,0,0,60,5
29,4,2221,15,5,1,0,0,40,5
25,4,20766,15,4,12,0,0,25,5
65,4,3585,7,0,12,0,0,40,5
62,4,8144,9,2,4,0,0,50,4
58,6,13406,15,2,4,0,0,60,2
51,4,1302,11,0,10,0,0,40,4
47,4,20693,11,2,14,0,0,35,4
27,7,38,7,4,1,0,0,40,4
51,4,6268,6,2,7,0,0,45,4
27,4,9987,9,4,10,0,0,50,5
22,4,6020,15,2,1,0,0,44,2
22,4,7207,0,4,3,0,0,40,4
40,4,13831,11,4,3,0,0,40,4
39,4,18509,15,0,12,0,0,40,4
41,4,1892,9,2,12,0,0,70,4
25,6,13789,11,4,8,0,0,32,4
32,4,4594,11,2,3,0,0,40,4
41,4,5776,15,2,3,0,0,40,4
20,4,1052,15,4,12,0,0,20,5
58,2,16844,6,0,8,0,0,40,2
21,4,13335,15,4,12,0,0,13,5
34,4,12722,11,4,14,0,53,40,4
20,4,20636,15,4,12,0,0,25,2
47,6,8654,15,6,8,0,0,35,4
38,5,18407,11,4,4,0,0,50,5
29,4,13501,11,4,8,0,0,40,4
17,4,15369,1,4,1,0,0,12,4
51,6,13427,12,2,10,0,0,30,2
22,4,15013,15,4,1,0,0,40,4
18,4,10876,11,4,12,0,0,30,4
61,4,14576,2,0,11,0,0,37,5
28,6,1771,15,4,3,0,25,40,4
33,6,1422,11,2,11,0,0,30,4
35,4,11537,15,4,8,0,0,65,4
58,6,20198,7,2,12,0,0,25,5
40,4,4404,11,3,1,0,0,38,4
26,7,7217,9,2,4,0,0,40,2
37,4,4960,14,2,10,0,0,50,4
19,4,11380,11,4,7,0,0,40,5
29,4,6956,11,4,12,0,10,40,4
48,4,10275,6,0,8,0,0,40,5
60,4,5336,15,2,12,93,0,40,4
27,4,12188,11,2,7,0,0,40,4
18,3,8407,1,4,0,0,0,10,2
61,4,13279,15,6,1,0,0,40,4
43,4,3838,11,0,1,0,0,58,1
27,4,15960,11,2,3,0,0,35,5
46,1,788,1,4,8,0,0,40,5
20,4,21624,11,4,12,0,0,35,2
19,0,5086,11,4,0,0,0,10,4
29,4,21136,11,4,8,0,0,40,4
24,4,1166,15,4,1,0,0,20,5
61,6,21650,15,2,12,0,0,60,4
19,4,19075,1,4,9,0,0,35,4
44,4,4461,11,2,12,0,0,60,4
29,2,3329,11,2,11,0,0,40,5
31,4,3930,12,0,4,0,0,40,5
21,4,6518,15,4,1,0,36,35,4
40,4,13220,7,4,1,0,0,45,4
30,4,8177,0,4,7,0,0,40,4
22,4,18395,11,4,6,0,0,35,4
20,4,21588,11,4,1,0,0,24,4
38,4,16228,11,2,3,0,0,45,5
38,4,4753,15,0,1,0,0,43,2
34,4,11381,11,5,8,0,0,40,4
59,6,2598,11,2,5,0,0,65,4
35,6,4845,11,2,4,0,0,50,4
41,4,19193,11,5,1,34,0,40,4
42,6,19784,15,5,8,0,0,50,4
55,5,16746,12,6,12,0,0,40,4
28,4,1604,11,4,3,0,0,35,4
42,4,13082,9,2,4,0,0,45,4
19,4,16852,11,4,12,0,0,45,2
36,4,14229,11,0,6,0,0,37,4
34,4,11478,9,2,10,110,0,36,4
53,4,15194,11,5,7,0,0,40,5
18,4,7742,11,4,12,0,0,28,4
23,4,21287,11,2,6,0,0,40,3
46,5,17684,9,2,12,0,0,45,2
49,5,1949,15,2,4,110,0,50,4
31,4,1174,11,2,7,0,0,55,4
24,4,749,11,4,7,0,0,40,4
34,4,4928,9,4,10,0,0,40,5
47,4,21257,8,2,3,0,0,40,4
43,4,7432,11,2,6,0,0,42,4
49,7,8195,11,0,4,0,0,44,4
29,4,20011,9,4,12,0,0,50,4
33,4,2258,11,2,12,0,0,50,4
30,4,621,11,5,5,0,0,14,4
34,4,767,15,2,14,68,0,40,4
18,4,6798,15,4,1,0,0,40,4
29,4,13596,11,2,3,0,0,40,4
52,4,13022,12,0,10,92,0,60,4
34,4,9025,9,2,4,0,0,40,4
59,4,20610,9,0,4,0,0,40,4
23,4,13851,15,4,8,0,0,28,4
32,4,3788,12,4,4,0,0,40,2
30,6,17694,1,4,5,0,0,40,4
55,5,7907,15,2,4,0,52,45,5
45,4,11940,9,2,10,0,0,40,4
50,4,9100,9,2,3,0,0,50,2
23,4,2231,15,5,12,0,0,35,5
20,4,7598,15,2,12,0,0,30,4
75,6,494,11,2,5,59,0,40,4
46,4,17317,15,2,3,70,0,38,4
29,6,3659,11,2,3,0,0,37,2
34,4,1488,9,4,12,119,0,50,3
36,4,10870,1,2,14,0,0,40,4
74,0,3261,9,6,0,0,0,35,4
39,4,2407,9,2,14,110,0,99,4
58,4,12864,9,0,4,0,0,38,4
53,4,3600,11,4,1,0,0,35,4
23,7,826,9,2,10,0,0,60,5
19,4,19025,15,4,8,0,0,30,4
23,4,6451,9,2,10,36,0,6,5
53,5,15458,7,2,14,0,0,45,5
60,4,9518,11,2,4,0,0,50,5
38,4,16747,15,2,14,93,0,60,4
40,4,20680,15,2,7,0,0,40,5
34,4,21666,11,0,7,0,0,30,4
24,4,3903,12,4,10,0,0,60,5
48,4,1383,12,2,10,0,0,40,4
31,2,12875,9,2,11,0,0,50,4
54,4,10936,10,2,4,0,52,50,4
24,4,753,8,4,14,0,0,40,4
54,5,18642,11,2,4,0,0,30,5
52,4,2999,8,0,8,0,0,32,4
18,4,11563,11,4,6,0,0,30,4
55,4,14174,1,5,1,0,0,40,4
26,4,10329,9,4,3,0,0,45,4
20,4,16813,15,4,12,0,0,35,4
33,0,13193,5,5,0,0,0,40,4
25,4,15603,9,4,4,0,0,40,4
34,4,4808,12,0,4,0,0,40,5
19,0,12135,15,4,0,0,0,35,4
17,4,19310,1,4,14,0,0,20,4
55,6,1158,9,2,10,0,0,8,4
45,4,7929,9,4,1,0,0,40,3
60,4,3174,14,2,10,63,0,16,4
41,7,11921,11,2,5,0,0,40,5
54,4,11366,12,4,10,0,0,40,5
22,5,8117,15,4,3,0,0,35,4
32,4,13462,15,5,13,0,0,50,4
34,4,12206,11,2,6,0,0,40,4
34,4,5811,15,2,4,0,0,40,4
18,4,14689,11,4,12,0,0,64,5
57,6,3775,11,2,1,0,0,16,5
22,4,4934,15,4,4,0,0,40,4
67,4,9107,11,4,1,0,0,38,4
34,4,815,8,2,13,0,0,40,4
31,2,21637,11,5,8,0,0,40,5
33,4,16814,15,2,3,0,0,60,4
32,6,10488,0,2,4,0,0,55,5
42,4,14567,9,2,1,0,0,55,2
37,4,19743,9,2,4,0,0,40,5
62,4,8775,9,4,5,0,0,30,2
87,4,7360,11,3,12,0,0,16,5
44,6,9009,14,2,10,0,0,32,4
39,4,4941,11,2,3,0,0,40,5
39,6,16467,6,2,5,0,0,40,4
20,0,1962,15,4,0,0,0,15,4
56,4,16234,15,0,1,0,0,40,5
20,0,20742,15,4,0,0,0,40,1
65,4,12308,9,2,3,0,0,40,1
36,4,304,15,2,3,0,0,50,4
44,4,12227,6,4,9,0,0,50,5
50,5,12239,9,2,4,0,34,48,5
24,4,5045,11,4,12,0,0,40,4
35,2,20727,7,2,11,0,0,52,4
27,4,21069,9,4,10,0,0,60,1
68,5,6814,11,6,8,0,0,15,4
22,4,14277,15,4,8,0,27,10,4
29,4,15264,11,3,14,0,0,49,5
29,4,9220,9,2,10,0,0,50,5
41,2,8086,7,5,3,0,0,50,2
49,4,13145,11,0,12,0,0,32,4
36,7,21313,11,4,4,0,0,90,4
32,4,7364,0,3,8,0,0,37,4
27,4,16375,15,4,12,0,0,44,4
50,4,4308,11,0,7,0,0,48,4
36,4,8321,11,4,12,0,0,40,4
32,4,10804,9,4,12,106,0,35,5
21,4,3227,1,4,8,0,0,42,4
21,4,15614,11,2,1,0,0,40,4
31,4,8000,11,2,3,0,0,45,4
45,4,15800,8,2,7,0,0,40,5
30,4,14886,11,4,6,0,0,40,4
44,4,11141,7,2,12,70,0,40,4
42,4,9258,9,2,12,0,48,50,5
18,4,15379,11,4,12,0,0,33,4
27,6,19480,7,4,10,0,0,78,4
64,0,9436,11,2,0,0,0,40,4
58,4,18811,4,2,7,0,0,40,4
30,4,3606,7,3,1,0,0,45,5
20,7,10541,15,4,1,0,0,40,4
43,4,9492,11,2,7,0,0,40,4
31,2,15021,9,4,10,0,0,45,3
38,0,2563,5,0,0,0,0,40,4
64,4,13744,1,2,14,0,0,15,5
40,5,12225,15,2,5,0,0,40,4
38,6,16179,15,2,10,53,0,50,2
47,4,6199,15,2,12,0,0,40,5
45,4,17590,9,2,13,0,0,50,4
58,4,16265,5,6,8,0,0,30,4
25,4,16358,3,4,7,0,0,24,4
33,4,7473,11,4,6,0,0,40,4
30,4,8164,9,4,12,0,0,65,4
25,4,10329,11,2,3,0,0,40,2
22,4,18812,15,4,14,0,0,40,1
26,2,5666,8,4,1,0,0,40,5
51,1,852,9,2,10,0,0,40,2
40,4,14872,9,2,12,0,0,40,4
32,4,14996,11,2,3,0,0,60,5
46,4,1875,11,2,14,0,0,40,4
40,4,411,8,0,6,0,0,35,5
32,4,8581,8,4,10,0,0,40,4
26,4,10894,9,2,10,0,0,45,4
51,4,16425,12,2,12,0,0,55,5
71,4,3909,4,6,9,0,0,75,4
42,6,2166,11,2,4,0,0,50,4
68,4,12341,10,0,10,0,0,40,4
32,4,4779,7,0,10,0,0,35,4
35,4,12324,15,2,13,0,0,40,2
17,4,9216,6,4,8,0,0,20,4
25,4,3316,9,2,1,0,0,40,4
42,0,1608,11,0,0,0,0,32,4
31,4,19653,11,2,14,0,0,40,5
42,2,14998,11,5,8,0,0,60,4
22,4,18859,1,6,12,0,0,35,4
44,7,5610,12,5,10,0,0,40,5
22,2,17508,9,4,10,0,0,40,5
29,2,10782,15,5,1,0,0,38,4
23,4,12466,11,4,3,0,0,40,4
41,4,52,9,2,4,0,0,40,4
68,2,519,11,2,5,0,0,40,4
54,4,920,9,2,10,0,0,40,4
31,4,2513,11,4,12,0,0,40,4
29,1,16128,9,2,4,96,0,40,4
26,4,10025,15,4,6,0,0,64,5
49,2,14313,12,2,1,0,0,40,4
24,4,20934,6,4,6,0,0,12,4
33,4,20950,11,2,7,0,0,40,4
47,4,9768,15,0,13,0,0,40,5
40,4,2938,15,2,7,0,0,37,4
31,4,2943,11,6,3,0,0,40,4
24,4,18468,15,2,3,0,0,45,5
34,2,20634,9,2,4,52,0,50,4
61,6,9463,11,6,1,0,0,20,4
60,7,5102,15,2,11,0,0,40,4
43,5,6760,15,2,4,0,0,50,4
32,6,20594,8,2,3,0,0,40,4
49,4,12077,11,2,3,0,0,40,5
24,4,3965,15,4,7,0,0,14,4
62,2,5245,12,2,10,0,0,40,4
77,0,7352,12,2,0,0,0,8,1
64,4,9549,1,2,14,0,0,40,4
56,4,5633,15,0,14,0,0,40,4
35,6,5672,15,2,4,0,0,45,4
43,1,5367,8,0,6,0,37,40,5
22,0,2700,6,4,0,0,0,30,4
56,0,17588,15,2,0,0,0,40,4
47,5,13588,7,6,4,0,0,67,4
34,4,16007,15,2,10,0,0,50,4
18,4,14780,1,4,12,0,0,10,5
24,4,15506,11,4,7,0,0,45,4
72,5,7815,14,2,10,113,0,48,5
39,4,12813,12,2,10,96,0,45,4
39,5,7322,8,2,3,0,78,40,4
36,4,7037,8,2,1,0,0,40,5
38,6,11861,11,2,3,0,0,50,4
41,1,659,15,0,1,0,0,38,5
30,4,4809,15,4,4,0,0,52,4
20,4,14287,15,4,1,0,0,40,4
52,4,9100,11,2,14,0,0,60,4
43,4,18432,15,2,1,0,0,40,4
32,1,20708,8,4,13,73,0,40,4
36,7,19217,15,4,13,0,0,40,4
46,4,8957,11,2,12,0,0,36,4
68,6,5352,8,2,10,0,61,40,4
46,4,2468,15,2,4,0,0,40,4
41,2,8536,9,2,11,0,0,50,4
38,4,7050,9,4,1,0,0,40,5
59,2,4399,9,2,11,0,0,30,4
24,4,6148,9,4,10,0,0,8,4
20,4,1074,11,4,8,0,0,8,4
81,4,6346,5,2,14,0,0,10,4
55,4,18758,15,2,4,0,0,40,4
47,2,18042,12,2,10,0,0,40,4
26,0,6503,9,2,0,0,55,40,4
34,4,9550,0,5,8,0,0,36,4
24,2,18124,1,4,8,0,0,45,4
51,4,3295,15,2,1,110,0,40,4
29,4,16251,11,5,8,0,0,40,4
56,4,21311,6,2,12,0,0,40,4
65,4,4364,9,2,4,119,0,40,4
40,4,4746,1,0,8,0,0,20,4
38,4,5623,12,2,3,0,0,40,4
29,4,9209,9,4,12,0,0,50,5
21,4,11983,1,4,5,0,0,40,4
58,5,41,8,0,12,29,0,56,4
35,4,1276,15,2,1,96,0,20,2
37,4,15351,11,2,7,0,0,40,4
29,4,1786,15,0,3,0,0,35,2
19,0,15498,15,4,0,0,0,60,4
25,4,10701,11,4,1,0,0,40,4
53,4,15884,11,2,3,0,0,40,5
29,4,9405,9,2,11,0,0,40,4
34,4,11060,11,0,14,0,0,40,4
32,4,21954,11,4,7,0,0,40,4
20,4,16690,15,4,7,0,0,40,4
43,7,2740,15,0,4,0,0,40,4
36,4,16028,11,0,1,0,0,40,4
41,4,2370,15,4,3,0,89,60,1
51,4,15352,15,4,7,0,0,21,4
46,7,17116,11,4,14,0,0,40,4
23,4,3612,15,4,8,0,0,30,4
51,4,12997,9,0,1,0,0,40,4
26,4,16249,8,0,3,0,0,40,1
34,4,9363,11,2,8,0,0,50,4
26,2,5089,9,4,11,0,0,48,5
45,4,18027,7,0,1,0,0,35,4
61,4,8653,5,0,8,0,0,35,4
24,4,15442,11,4,8,0,0,35,4
45,4,18423,11,2,7,0,0,40,5
36,4,20706,12,2,10,0,52,44,4
51,4,15752,11,2,13,93,0,50,4
34,4,21645,11,3,6,0,0,40,4
47,4,18042,15,2,3,0,0,40,4
55,4,7493,11,0,1,0,0,40,1
32,4,12176,14,2,12,110,0,60,4
38,4,2407,11,0,10,0,0,45,4
21,4,8394,11,4,7,0,0,60,4
50,7,20801,10,2,10,0,0,40,5
48,7,2660,10,2,10,0,0,45,5
60,0,7197,11,2,0,0,0,50,4
35,4,15990,11,4,12,75,0,40,4
30,2,1366,0,2,3,0,0,40,4
30,4,10622,11,5,1,0,0,40,4
25,4,15451,4,2,7,0,0,40,4
25,4,15766,15,4,8,0,0,42,4
21,4,16066,13,4,5,0,0,25,5
27,4,11311,9,2,12,0,0,60,4
47,4,9805,15,2,4,0,0,37,5
38,4,18213,15,4,12,0,0,50,4
23,4,10910,15,4,8,0,0,40,5
18,4,5615,2,4,1,0,0,12,4
56,4,16763,12,2,10,0,0,40,5
72,4,4481,8,6,1,0,0,40,2
25,4,14759,0,4,14,41,0,50,4
35,4,10333,2,2,8,0,0,40,4
49,5,15259,14,2,10,119,0,37,4
39,6,904,11,2,3,0,0,60,4
28,4,11759,11,2,12,0,0,35,5
19,4,10971,11,4,8,0,0,40,5
40,4,17617,12,2,10,0,0,60,5
32,1,9071,11,2,1,0,0,40,4
26,4,18088,11,2,12,0,0,36,4
42,4,8823,10,4,10,0,0,36,2
34,4,3301,8,4,13,0,0,40,4
34,4,6867,11,2,3,0,0,40,2
44,4,10032,15,2,3,0,0,40,5
60,2,6334,15,6,5,0,0,40,5
63,0,16770,12,4,0,0,0,3,4
76,5,5704,6,2,10,0,0,40,4
17,4,10127,1,4,8,0,0,25,5
19,4,5494,15,4,8,0,0,16,4
46,4,13198,11,2,4,0,0,40,4
47,4,8843,9,2,12,0,0,45,5
29,4,14235,11,4,4,0,0,40,4
29,4,5812,9,4,10,99,0,40,4
37,7,2533,9,4,10,0,0,40,4
30,4,7647,11,3,1,0,0,40,4
32,4,18355,9,4,10,0,0,40,5
36,4,4943,11,2,14,0,0,40,4
43,7,9128,11,2,11,0,0,40,4
36,4,21846,0,4,14,0,0,40,4
23,4,21346,2,4,1,0,0,40,4
34,4,6717,12,2,10,96,0,55,4
25,4,13312,8,2,10,0,48,40,4
46,7,12177,9,2,10,0,0,37,4
47,0,10480,0,2,0,0,0,20,4
35,0,3821,6,0,0,0,0,38,4
81,6,6860,11,6,1,0,0,20,4
33,7,18315,15,5,1,0,0,35,4
23,4,587,15,4,12,0,0,50,4
28,4,11425,9,2,1,0,0,40,4
32,4,12787,15,2,3,0,0,40,4
39,7,14479,15,5,10,0,0,37,1
43,4,2546,11,2,3,0,0,48,4
23,4,6064,15,4,8,0,0,35,4
36,4,13662,9,2,12,110,0,65,5
27,4,20629,2,2,5,0,0,55,4
52,4,7871,9,2,7,0,0,40,4
20,4,7,11,4,8,0,0,40,5
33,4,17817,8,5,10,0,0,40,5
19,5,6847,11,4,8,0,0,6,5
30,4,11101,11,2,3,0,0,40,5
30,4,221,11,4,6,0,0,50,4
39,4,15654,8,0,1,0,0,40,4
35,4,12312,11,0,1,0,0,38,4
37,4,17375,11,0,6,0,0,40,4
63,6,18122,12,2,5,118,0,50,4
65,4,9153,11,2,8,0,0,32,5
63,4,9684,15,2,10,0,0,38,5
29,4,19477,11,4,6,0,0,25,5
66,5,9153,15,2,12,0,0,50,5
19,4,4524,15,4,1,0,0,40,5
20,4,1181,15,4,5,0,0,72,4
43,6,7509,14,2,10,0,0,30,4
31,4,2064,11,4,8,0,0,50,2
41,4,2570,9,0,4,0,0,40,5
38,7,21487,15,2,4,0,0,40,4
31,4,4043,9,4,12,0,0,50,5
37,7,327,9,2,4,0,0,50,4
27,4,8999,11,4,14,0,0,40,4
42,4,3216,9,2,6,0,0,50,5
54,6,3356,15,2,12,0,0,65,4
56,4,10482,15,6,4,71,0,60,3
59,0,20437,9,2,0,0,0,40,4
25,4,10926,7,4,10,0,0,55,4
32,4,15114,8,2,12,0,0,40,5
22,0,2062,11,4,0,0,0,40,2
26,4,14207,15,4,3,0,0,40,4
22,5,7895,11,4,7,0,0,24,1
25,4,12629,9,4,10,0,0,40,4
24,4,3970,15,4,6,0,0,30,4
31,4,18255,11,4,1,0,92,37,5
43,4,5304,11,2,4,0,0,60,5
51,4,10123,7,2,12,81,0,45,4
75,0,16347,11,1,0,43,0,14,4
40,5,10974,9,0,4,0,0,40,4
38,4,11362,11,0,12,0,0,60,5
44,5,14999,15,2,4,0,0,60,5
44,4,6297,15,4,1,0,0,40,4
30,4,4253,11,4,7,0,40,42,0
53,2,13632,0,2,8,0,0,40,4
42,2,17337,12,4,10,0,0,40,5
32,4,15840,15,4,3,0,0,40,4
60,4,14876,9,0,4,0,0,40,5
63,4,18056,9,6,8,0,0,20,5
17,4,10852,1,4,8,0,0,16,4
20,0,20531,15,4,0,0,0,32,2
23,4,6621,15,4,1,0,0,15,4
40,4,14812,9,2,1,0,0,50,4
21,4,8740,15,4,13,0,0,4,5
37,4,21707,12,4,10,0,0,38,4
18,4,7284,0,4,6,0,0,40,4
64,6,9549,11,2,3,0,0,30,5
53,4,8305,9,2,12,0,0,30,4
32,4,5185,15,2,13,0,0,40,5
43,4,12912,9,3,12,0,0,20,5
24,4,9895,9,2,13,0,0,50,4
45,4,8705,9,0,1,74,0,35,4
39,5,8926,15,0,3,0,0,99,4
46,4,7933,0,2,3,0,0,40,5
58,4,15051,11,5,8,46,0,43,5
85,4,11627,12,6,10,0,0,5,5
35,4,3951,0,0,3,0,0,60,2
47,5,7043,5,2,10,0,0,45,5
36,0,20758,11,3,0,0,0,50,4
