age,workclass,education,occupation,hours-per-week,income
40,Private,HS-grad,Adm-clerical,32,0
32,Private,10th,Craft-repair,40,0
26,Private,Some-college,Prof-specialty,35,0
65,Private,HS-grad,Transport-moving,16,0
26,Self-emp-inc,HS-grad,Exec-managerial,78,1
36,?,HS-grad,?,40,1
61,?,Bachelors,?,55,0
35,Local-gov,Some-college,Craft-repair,40,0
56,Federal-gov,HS-grad,Adm-clerical,40,1
33,Private,HS-grad,Adm-clerical,40,0
30,Private,HS-grad,Handlers-cleaners,40,0
29,Private,HS-grad,Adm-clerical,20,0
45,Private,12th,Adm-clerical,40,1
42,Private,HS-grad,Handlers-cleaners,40,1
31,Private,Masters,Exec-managerial,55,0
41,Private,Bachelors,Prof-specialty,45,0
36,Private,Bachelors,Prof-specialty,45,1
29,Private,Assoc-voc,Handlers-cleaners,40,0
21,Private,HS-grad,Other-service,16,0
45,Self-emp-inc,Prof-school,Prof-specialty,50,0
32,Private,Assoc-acdm,Craft-repair,42,0
44,Private,HS-grad,Tech-support,45,1
34,Private,HS-grad,Craft-repair,55,0
35,Self-emp-not-inc,Some-college,Other-service,60,0
49,Self-emp-not-inc,5th-6th,Other-service,40,0
27,Private,Some-college,Prof-specialty,40,0
51,Private,HS-grad,Craft-repair,40,0
37,Private,Masters,Prof-specialty,50,1
37,Private,Some-college,Sales,45,0
24,Private,HS-grad,Farming-fishing,40,0
19,Self-emp-not-inc,Some-college,Sales,16,0
58,Private,HS-grad,Adm-clerical,40,1
34,Private,HS-grad,Craft-repair,55,1
43,Private,HS-grad,Transport-moving,50,0
19,Private,HS-grad,Craft-repair,40,0
52,State-gov,Masters,Prof-specialty,40,0
26,Private,Some-college,Farming-fishing,40,0
57,Private,5th-6th,Craft-repair,40,0
22,Private,HS-grad,Sales,40,0
42,Private,HS-grad,Handlers-cleaners,50,0
37,Self-emp-not-inc,11th,Transport-moving,40,0
28,Private,10th,Machine-op-inspct,40,0
61,Self-emp-inc,Masters,Exec-managerial,99,0
52,Private,Assoc-voc,Prof-specialty,40,0
34,Local-gov,HS-grad,Adm-clerical,33,0
23,Private,HS-grad,Machine-op-inspct,40,0
37,Local-gov,Some-college,Protective-serv,60,0
57,Private,Masters,Prof-specialty,55,1
43,Private,HS-grad,Machine-op-inspct,43,0
34,Private,HS-grad,Machine-op-inspct,40,0
48,Private,HS-grad,Protective-serv,40,0
50,Private,11th,Machine-op-inspct,40,0
45,Federal-gov,Bachelors,Handlers-cleaners,40,0
40,Private,HS-grad,Sales,45,1
38,Private,5th-6th,Machine-op-inspct,40,0
29,Private,HS-grad,Exec-managerial,55,0
40,Private,Assoc-acdm,Tech-support,40,1
48,Local-gov,Masters,Prof-specialty,10,0
20,Private,Some-college,Handlers-cleaners,30,0
33,Self-emp-not-inc,Some-college,Farming-fishing,70,0
51,Private,HS-grad,Transport-moving,40,0
59,State-gov,Masters,Prof-specialty,60,0
24,Private,Some-college,Other-service,35,0
46,Private,HS-grad,Sales,35,0
54,Private,HS-grad,Craft-repair,40,0
19,Private,HS-grad,Prof-specialty,40,0
27,Local-gov,Bachelors,Prof-specialty,45,0
27,Private,HS-grad,Sales,37,0
33,Local-gov,Assoc-voc,Tech-support,50,0
31,Private,Assoc-acdm,Adm-clerical,40,1
42,Private,HS-grad,Exec-managerial,55,0
20,Private,Assoc-voc,Other-service,20,0
29,Private,Assoc-voc,Adm-clerical,40,0
51,Private,Some-college,Exec-managerial,50,1
26,Private,HS-grad,Adm-clerical,40,0
44,Private,Masters,Prof-specialty,35,1
50,Private,Doctorate,Prof-specialty,37,1
25,Local-gov,Assoc-voc,Protective-serv,30,0
44,Local-gov,Some-college,Protective-serv,99,0
36,Local-gov,HS-grad,Transport-moving,40,0
64,Private,Assoc-voc,Tech-support,40,0
23,Private,Some-college,Adm-clerical,40,0
36,?,HS-grad,?,4,0
39,Local-gov,HS-grad,Adm-clerical,35,0
58,Private,Some-college,Adm-clerical,39,0
28,Private,1st-4th,Priv-house-serv,40,0
45,?,HS-grad,?,40,0
27,Private,Bachelors,Handlers-cleaners,40,0
20,State-gov,Some-college,Other-service,20,0
35,Private,Some-college,Craft-repair,40,0
23,Private,HS-grad,Exec-managerial,32,0
66,?,Some-college,?,40,1
19,?,Some-college,?,40,0
43,Private,HS-grad,Adm-clerical,40,0
30,Local-gov,Some-college,Protective-serv,40,0
50,Local-gov,Bachelors,Exec-managerial,40,1
40,Private,Some-college,Machine-op-inspct,40,0
26,Private,5th-6th,Handlers-cleaners,40,0
44,Private,Some-college,Transport-moving,40,0
37,Private,HS-grad,Craft-repair,40,0
54,Self-emp-not-inc,HS-grad,Craft-repair,35,0
21,Private,Some-college,Tech-support,9,0
48,Private,Assoc-acdm,Other-service,44,0
59,Self-emp-not-inc,Masters,Craft-repair,40,1
17,Self-emp-not-inc,11th,Farming-fishing,15,0
31,Private,Some-college,Adm-clerical,50,1
39,Self-emp-inc,HS-grad,Exec-managerial,40,1
33,Self-emp-not-inc,HS-grad,Sales,70,0
24,Private,Bachelors,Prof-specialty,20,0
42,Private,Masters,Exec-managerial,55,0
27,Private,Some-college,Other-service,30,0
42,Private,HS-grad,Machine-op-inspct,40,0
31,Private,HS-grad,Machine-op-inspct,40,0
27,Private,HS-grad,Adm-clerical,40,1
29,Private,Doctorate,Prof-specialty,80,0
20,Local-gov,HS-grad,Handlers-cleaners,40,0
39,Private,9th,Craft-repair,40,0
24,?,HS-grad,?,37,0
51,Private,Some-college,Adm-clerical,40,0
40,Private,HS-grad,Exec-managerial,40,0
18,Private,11th,Prof-specialty,2,0
69,Self-emp-not-inc,9th,Farming-fishing,25,0
60,Private,12th,Adm-clerical,40,0
53,Federal-gov,HS-grad,Adm-clerical,40,0
33,Private,HS-grad,Other-service,40,0
57,Private,Some-college,Protective-serv,40,0
27,Private,Some-college,Other-service,40,0
39,Self-emp-not-inc,Prof-school,Prof-specialty,50,1
22,Private,Assoc-voc,Exec-managerial,40,0
26,Private,1st-4th,Handlers-cleaners,55,0
66,Self-emp-not-inc,Bachelors,Craft-repair,40,0
43,Private,Bachelors,Adm-clerical,40,0
46,Self-emp-inc,Bachelors,Tech-support,65,0
36,Private,HS-grad,Transport-moving,50,0
35,Private,11th,Craft-repair,40,0
45,Self-emp-not-inc,HS-grad,Transport-moving,80,0
30,Private,Assoc-acdm,Transport-moving,37,1
36,Private,Bachelors,Prof-specialty,50,1
25,Local-gov,Some-college,Protective-serv,40,0
37,Self-emp-inc,Prof-school,Prof-specialty,60,0
37,Private,HS-grad,Handlers-cleaners,40,0
31,Federal-gov,Assoc-acdm,Adm-clerical,40,0
63,Self-emp-not-inc,Bachelors,Prof-specialty,20,0
51,Self-emp-not-inc,Bachelors,Exec-managerial,50,0
19,Private,Some-college,Other-service,12,0
36,Private,Some-college,Machine-op-inspct,40,0
54,Local-gov,HS-grad,Transport-moving,40,0
58,Private,Bachelors,Prof-specialty,40,1
56,Private,HS-grad,Adm-clerical,43,0
28,Self-emp-not-inc,Some-college,Transport-moving,40,0
17,Private,11th,Other-service,16,0
44,Local-gov,Assoc-acdm,Tech-support,40,0
24,Private,12th,Craft-repair,32,0
23,Private,10th,Craft-repair,44,0
42,Private,9th,Machine-op-inspct,46,0
49,Private,HS-grad,Other-service,40,0
20,Private,HS-grad,Transport-moving,40,0
33,Federal-gov,HS-grad,Transport-moving,34,0
56,Self-emp-not-inc,11th,Craft-repair,40,0
38,Private,HS-grad,Protective-serv,48,0
17,Private,10th,Other-service,15,0
42,Private,HS-grad,Craft-repair,40,0
34,Private,HS-grad,Machine-op-inspct,40,0
57,Private,Assoc-voc,Adm-clerical,40,0
26,Private,Masters,Exec-managerial,38,0
18,Private,HS-grad,Other-service,20,0
47,Private,HS-grad,Sales,40,0
32,Private,Bachelors,Adm-clerical,40,0
25,Private,HS-grad,Sales,35,0
36,Private,HS-grad,Craft-repair,40,0
20,Private,11th,Tech-support,40,0
53,Local-gov,Masters,Exec-managerial,50,1
24,Private,HS-grad,Handlers-cleaners,30,0
25,Private,Some-college,Adm-clerical,40,0
52,Private,11th,Handlers-cleaners,40,0
34,Private,Assoc-acdm,Sales,50,1
28,Private,Some-college,Exec-managerial,40,1
45,Federal-gov,Some-college,Tech-support,40,1
18,Private,11th,Other-service,35,0
64,?,Some-college,?,40,0
46,Private,Some-college,Craft-repair,40,0
43,Private,Some-college,Craft-repair,45,1
22,Private,HS-grad,Other-service,20,0
28,Local-gov,HS-grad,Other-service,40,0
34,Private,HS-grad,Adm-clerical,40,0
35,Private,Some-college,Exec-managerial,40,1
37,Private,Bachelors,Exec-managerial,45,0
49,Local-gov,Masters,Prof-specialty,80,0
30,Self-emp-not-inc,HS-grad,Craft-repair,40,0
41,State-gov,Bachelors,Prof-specialty,40,0
52,Private,12th,Exec-managerial,60,0
35,Private,Assoc-acdm,Machine-op-inspct,45,0
56,Private,Some-college,Adm-clerical,35,0
33,Private,HS-grad,Exec-managerial,45,0
28,Private,Some-college,Craft-repair,50,1
46,Private,Preschool,Machine-op-inspct,75,0
45,Private,HS-grad,Machine-op-inspct,45,0
47,Private,Bachelors,Sales,60,0
22,Private,HS-grad,Sales,40,0
23,Private,Bachelors,Sales,55,0
25,Private,HS-grad,Transport-moving,40,0
49,Private,Bachelors,Sales,55,1
59,Self-emp-not-inc,Bachelors,Prof-specialty,43,1
23,Private,Bachelors,Prof-specialty,30,0
24,Local-gov,Bachelors,Prof-specialty,40,0
35,Private,Masters,Prof-specialty,45,1
60,Private,HS-grad,Craft-repair,40,0
28,Private,Some-college,Adm-clerical,52,0
70,Self-emp-not-inc,Masters,Exec-managerial,8,1
26,Private,10th,Handlers-cleaners,40,0
33,Private,HS-grad,Machine-op-inspct,56,1
61,Local-gov,Bachelors,Prof-specialty,30,0
30,Private,Prof-school,Prof-specialty,20,1
51,Private,Bachelors,Prof-specialty,35,0
26,State-gov,Assoc-voc,Exec-managerial,40,0
18,Private,HS-grad,Machine-op-inspct,40,0
33,Private,Bachelors,Other-service,24,0
31,Private,Bachelors,Prof-specialty,40,1
39,Private,HS-grad,Craft-repair,40,0
25,Private,Bachelors,Prof-specialty,70,0
31,Local-gov,HS-grad,Adm-clerical,40,0
44,State-gov,Prof-school,Prof-specialty,75,1
40,Private,9th,Other-service,40,0
43,Private,Some-college,Craft-repair,40,0
21,Private,HS-grad,Farming-fishing,65,0
19,Private,HS-grad,Craft-repair,25,0
61,Private,HS-grad,Sales,48,0
53,Private,Bachelors,Exec-managerial,50,1
63,State-gov,Prof-school,Prof-specialty,40,0
44,Private,Bachelors,Prof-specialty,45,0
33,Local-gov,Bachelors,Prof-specialty,40,0
63,Self-emp-inc,Assoc-voc,Exec-managerial,40,1
43,Private,Some-college,Other-service,40,0
19,Private,HS-grad,Sales,30,0
35,Self-emp-not-inc,Some-college,Exec-managerial,40,0
42,Self-emp-not-inc,Assoc-voc,Craft-repair,40,0
38,Private,11th,Craft-repair,40,0
33,Private,Doctorate,Tech-support,40,0
44,Private,HS-grad,Machine-op-inspct,40,0
38,Private,HS-grad,Machine-op-inspct,40,0
22,Private,Assoc-voc,Exec-managerial,40,0
53,Private,HS-grad,Sales,35,0
22,Private,HS-grad,Handlers-cleaners,40,0
21,Private,Some-college,Machine-op-inspct,40,0
41,Private,Bachelors,Sales,40,0
48,Private,Assoc-voc,Craft-repair,40,0
40,Local-gov,Masters,Prof-specialty,50,0
23,Private,Bachelors,Prof-specialty,38,0
41,Local-gov,Bachelors,Prof-specialty,10,0
47,Self-emp-inc,Prof-school,Prof-specialty,55,0
46,Private,Masters,Adm-clerical,60,0
27,Local-gov,Some-college,Protective-serv,60,0
43,State-gov,Bachelors,Exec-managerial,40,1
33,Private,Some-college,Other-service,50,0
29,Private,Prof-school,Prof-specialty,55,0
45,Private,Masters,Exec-managerial,40,0
45,Private,HS-grad,Craft-repair,40,0
63,Private,10th,Craft-repair,40,0
60,Self-emp-not-inc,Doctorate,Sales,20,0
49,Private,11th,Transport-moving,70,0
18,Private,HS-grad,Sales,40,0
22,Local-gov,Bachelors,Prof-specialty,40,0
33,Private,Bachelors,Prof-specialty,40,0
17,Private,11th,Other-service,20,0
18,?,Some-college,?,30,0
61,Self-emp-inc,Bachelors,Sales,45,0
50,Private,Assoc-voc,Exec-managerial,50,1
17,Private,10th,Other-service,15,0
31,Private,9th,Sales,43,1
35,Private,Bachelors,Sales,50,1
19,?,Some-college,?,50,0
30,Self-emp-inc,HS-grad,Other-service,60,0
32,Private,Masters,Prof-specialty,40,0
24,Private,HS-grad,Handlers-cleaners,50,0
53,Private,HS-grad,Craft-repair,46,1
23,Private,HS-grad,Handlers-cleaners,30,0
34,State-gov,Masters,Prof-specialty,24,0
63,Private,HS-grad,Sales,40,0
45,Private,Masters,Exec-managerial,60,1
35,Self-emp-not-inc,HS-grad,Machine-op-inspct,40,1
34,Private,Bachelors,Sales,45,1
30,Self-emp-not-inc,Assoc-voc,Prof-specialty,65,1
58,Private,11th,Other-service,20,0
21,Private,Some-college,Adm-clerical,16,0
54,Self-emp-inc,HS-grad,Exec-managerial,36,1
42,Private,Bachelors,Tech-support,40,1
28,Private,HS-grad,Machine-op-inspct,40,0
22,Private,Some-college,Farming-fishing,40,0
42,Local-gov,7th-8th,Craft-repair,40,0
53,Self-emp-not-inc,Some-college,Farming-fishing,30,0
57,Private,HS-grad,Craft-repair,84,1
39,Private,HS-grad,Handlers-cleaners,48,1
21,State-gov,Some-college,Other-service,10,0
59,Self-emp-not-inc,10th,Exec-managerial,36,0
18,Private,Some-college,Other-service,30,0
23,Local-gov,HS-grad,Farming-fishing,40,0
55,Local-gov,Masters,Prof-specialty,45,0
42,Self-emp-not-inc,HS-grad,Farming-fishing,50,0
18,Private,HS-grad,Adm-clerical,25,0
35,Private,HS-grad,Other-service,40,0
31,Local-gov,Some-college,Adm-clerical,40,0
36,Private,10th,Handlers-cleaners,40,0
46,Private,Some-college,Craft-repair,40,0
31,Private,Some-college,Craft-repair,20,0
47,Private,HS-grad,Machine-op-inspct,44,0
25,Private,12th,Machine-op-inspct,40,0
52,Private,HS-grad,Other-service,38,0
44,Self-emp-not-inc,Some-college,Other-service,50,0
45,Private,7th-8th,Other-service,21,0
49,Private,Some-college,Sales,40,0
33,Private,HS-grad,Adm-clerical,30,0
47,Private,Some-college,Exec-managerial,30,0
44,Self-emp-not-inc,HS-grad,Prof-specialty,40,1
40,Private,Assoc-acdm,Exec-managerial,40,0
34,Private,Some-college,Adm-clerical,40,0
36,Private,Doctorate,Prof-specialty,60,1
53,Private,Some-college,Craft-repair,40,1
50,Private,Masters,Prof-specialty,40,0
46,State-gov,Masters,Exec-managerial,38,0
30,Private,HS-grad,Machine-op-inspct,40,0
32,Private,HS-grad,Adm-clerical,42,0
29,Private,Some-college,Handlers-cleaners,45,0
27,Private,HS-grad,Handlers-cleaners,40,0
36,Private,Masters,Sales,50,1
26,Private,11th,Other-service,25,0
57,Private,HS-grad,Machine-op-inspct,40,1
47,Private,Some-college,Machine-op-inspct,40,0
20,Private,Some-college,Other-service,40,0
27,Private,Some-college,Exec-managerial,40,0
24,Private,Bachelors,Sales,40,0
29,Private,HS-grad,Sales,25,0
41,Private,Bachelors,Other-service,40,0
48,Self-emp-inc,HS-grad,Exec-managerial,80,0
70,Private,11th,Transport-moving,40,0
57,Self-emp-inc,Some-college,Sales,50,1
17,Private,10th,Other-service,25,0
60,Local-gov,Some-college,Adm-clerical,35,0
76,Private,Bachelors,Adm-clerical,13,0
60,Private,10th,Other-service,40,0
53,Private,12th,Other-service,40,0
37,Self-emp-not-inc,Masters,Exec-managerial,50,1
45,Private,Bachelors,Craft-repair,45,1
37,Private,HS-grad,Machine-op-inspct,38,0
19,Private,HS-grad,Other-service,15,0
35,Private,HS-grad,Transport-moving,90,1
21,Private,Assoc-voc,Farming-fishing,46,0
43,Private,Some-college,Transport-moving,50,1
41,Private,Bachelors,Machine-op-inspct,40,0
32,Private,Some-college,Handlers-cleaners,38,0
41,Self-emp-inc,Bachelors,Prof-specialty,40,1
55,Private,HS-grad,Handlers-cleaners,40,0
47,Self-emp-not-inc,HS-grad,Farming-fishing,60,0
30,State-gov,11th,Transport-moving,40,0
30,Private,HS-grad,Machine-op-inspct,40,0
38,Private,Prof-school,Exec-managerial,40,1
50,Local-gov,HS-grad,Machine-op-inspct,48,0
36,Local-gov,Some-college,Protective-serv,57,1
60,?,HS-grad,?,35,0
21,Local-gov,Assoc-acdm,Exec-managerial,40,0
27,Private,11th,Other-service,40,0
34,Private,Some-college,Exec-managerial,40,0
81,Self-emp-not-inc,1st-4th,Sales,45,0
59,Private,10th,Transport-moving,45,1
39,Private,Some-college,Exec-managerial,39,0
46,Private,HS-grad,Sales,40,0
23,Private,Assoc-voc,Other-service,20,0
42,Private,Some-college,Transport-moving,57,0
23,Local-gov,HS-grad,Transport-moving,40,0
31,Private,11th,Exec-managerial,40,0
49,Private,Masters,Exec-managerial,80,0
51,Private,Some-college,Exec-managerial,40,1
46,Private,Some-college,Adm-clerical,40,0
46,Private,HS-grad,Exec-managerial,40,0
69,Local-gov,10th,Adm-clerical,17,0
31,Private,Bachelors,Farming-fishing,45,0
43,State-gov,HS-grad,Exec-managerial,40,0
71,?,HS-grad,?,24,0
22,Private,9th,Craft-repair,40,0
55,State-gov,Assoc-acdm,Adm-clerical,40,0
27,Private,HS-grad,Handlers-cleaners,40,0
36,Self-emp-not-inc,HS-grad,Craft-repair,35,0
30,Private,Bachelors,Exec-managerial,70,1
30,Private,HS-grad,Exec-managerial,40,0
67,Local-gov,Some-college,Other-service,41,0
64,Self-emp-not-inc,7th-8th,Craft-repair,20,0
25,Private,Some-college,Machine-op-inspct,40,0
43,Local-gov,Some-college,Exec-managerial,40,0
40,Local-gov,Masters,Prof-specialty,40,1
42,?,11th,?,22,0
30,Local-gov,Bachelors,Protective-serv,40,0
51,Local-gov,Masters,Prof-specialty,40,0
40,Self-emp-not-inc,Prof-school,Prof-specialty,45,1
44,Private,Some-college,Exec-managerial,42,0
50,Private,Masters,Prof-specialty,40,1
27,Local-gov,Some-college,Protective-serv,40,1
27,Private,9th,Craft-repair,32,0
37,Private,HS-grad,Handlers-cleaners,40,1
47,Private,HS-grad,Other-service,35,0
48,Private,HS-grad,Craft-repair,40,1
31,Private,Some-college,Craft-repair,50,1
27,Private,HS-grad,Handlers-cleaners,40,0
20,?,Some-college,?,40,0
31,Private,Some-college,Craft-repair,40,0
34,Private,Bachelors,Exec-managerial,40,0
29,Private,HS-grad,Handlers-cleaners,40,0
61,Private,Some-college,Craft-repair,40,0
35,Private,Bachelors,Prof-specialty,36,0
21,Private,HS-grad,Other-service,20,0
34,Self-emp-inc,HS-grad,Farming-fishing,55,0
33,Private,Some-college,Other-service,50,0
71,Private,Bachelors,Prof-specialty,50,0
26,Private,Bachelors,Prof-specialty,40,0
52,Private,Masters,Exec-managerial,40,0
19,Self-emp-not-inc,Some-college,Farming-fishing,32,0
18,Private,12th,Other-service,25,0
35,Private,Assoc-voc,Other-service,30,0
34,Private,Bachelors,Sales,60,1
26,State-gov,Some-college,Protective-serv,40,0
40,Private,HS-grad,Craft-repair,40,0
48,Local-gov,Bachelors,Prof-specialty,40,0
27,Private,Some-college,Craft-repair,60,0
49,Self-emp-not-inc,HS-grad,Sales,40,0
36,Private,HS-grad,Other-service,40,0
54,Private,HS-grad,Farming-fishing,40,0
25,State-gov,Some-college,Craft-repair,20,0
37,Private,Assoc-voc,Prof-specialty,38,0
21,Private,11th,Craft-repair,40,0
39,Private,Bachelors,Exec-managerial,50,1
49,Private,Bachelors,Tech-support,40,0
36,Self-emp-not-inc,Doctorate,Prof-specialty,45,1
20,?,Some-college,?,72,0
32,Private,Some-college,Sales,50,0
26,Private,Some-college,Protective-serv,40,0
35,Private,Doctorate,Prof-specialty,60,0
34,Private,HS-grad,Craft-repair,40,0
38,Private,HS-grad,Craft-repair,40,0
48,Private,Bachelors,Prof-specialty,42,0
30,Private,HS-grad,Transport-moving,80,0
19,Private,Some-college,Other-service,27,0
41,Self-emp-inc,Some-college,Farming-fishing,65,0
22,Private,Some-college,Other-service,35,0
48,Private,Some-college,Adm-clerical,44,0
33,Self-emp-inc,HS-grad,Exec-managerial,84,1
48,Private,Bachelors,Craft-repair,45,1
43,Private,HS-grad,Adm-clerical,45,0
20,Private,9th,Sales,32,0
55,Private,7th-8th,Transport-moving,50,0
39,Private,Some-college,Adm-clerical,24,0
58,Private,HS-grad,Adm-clerical,40,0
17,Private,10th,Other-service,20,0
68,Private,HS-grad,Transport-moving,12,0
58,Local-gov,Some-college,Adm-clerical,55,0
49,Private,11th,Other-service,6,0
33,Private,Bachelors,Prof-specialty,45,0
39,Private,HS-grad,Handlers-cleaners,40,0
25,Private,Bachelors,Other-service,40,0
29,Private,10th,Craft-repair,40,0
46,Private,Bachelors,Exec-managerial,55,1
28,Private,9th,Priv-house-serv,35,0
36,Private,Some-college,Exec-managerial,4,0
41,Local-gov,HS-grad,Craft-repair,40,0
43,Private,Some-college,Prof-specialty,40,0
64,Private,9th,Other-service,40,0
44,Private,HS-grad,Transport-moving,40,0
51,Private,12th,Other-service,40,0
44,Private,HS-grad,Machine-op-inspct,45,1
35,Federal-gov,Bachelors,Tech-support,28,0
31,Private,7th-8th,Handlers-cleaners,50,0
32,Private,HS-grad,Handlers-cleaners,60,0
34,Local-gov,Masters,Prof-specialty,40,0
26,Private,Some-college,Exec-managerial,60,0
22,State-gov,Some-college,Other-service,45,0
22,Private,Some-college,Adm-clerical,40,0
17,?,10th,?,40,0
50,Self-emp-not-inc,Doctorate,Prof-specialty,40,0
59,Private,HS-grad,Prof-specialty,60,0
19,Private,Some-college,Sales,25,0
66,?,7th-8th,?,30,0
39,Private,Bachelors,Exec-managerial,50,1
24,Private,Bachelors,Prof-specialty,8,0
28,Private,Some-college,Tech-support,40,0
34,Private,Bachelors,Craft-repair,45,1
23,Private,Some-college,Adm-clerical,30,0
23,Private,HS-grad,Handlers-cleaners,27,0
62,Private,10th,Sales,35,0
31,Federal-gov,Assoc-acdm,Tech-support,45,0
48,Private,Bachelors,Prof-specialty,40,0
31,Self-emp-not-inc,Bachelors,Exec-managerial,60,1
48,State-gov,Doctorate,Prof-specialty,50,1
54,Private,10th,Transport-moving,40,0
38,Private,Bachelors,Exec-managerial,54,1
40,State-gov,Assoc-voc,Machine-op-inspct,38,1
31,Private,Some-college,Craft-repair,40,0
41,Local-gov,Masters,Prof-specialty,40,0
44,Local-gov,Masters,Prof-specialty,35,0
33,Private,HS-grad,Transport-moving,50,0
19,Private,HS-grad,Other-service,40,0
20,Private,12th,Craft-repair,40,0
49,Private,HS-grad,Craft-repair,40,0
43,Private,Masters,Exec-managerial,45,0
30,Private,Bachelors,Prof-specialty,60,0
22,Private,Assoc-acdm,Adm-clerical,40,0
17,Private,11th,Sales,15,0
34,Local-gov,Some-college,Other-service,48,0
37,Private,HS-grad,Machine-op-inspct,20,0
37,Self-emp-not-inc,Doctorate,Prof-specialty,60,0
25,Private,Prof-school,Prof-specialty,20,0
33,Self-emp-not-inc,Assoc-acdm,Sales,40,0
46,Self-emp-inc,Bachelors,Other-service,60,0
24,Private,HS-grad,Adm-clerical,60,0
78,Self-emp-inc,11th,Exec-managerial,10,0
30,Self-emp-not-inc,HS-grad,Craft-repair,40,0
56,Private,HS-grad,Transport-moving,35,0
59,Private,10th,Handlers-cleaners,40,0
24,Private,Bachelors,Prof-specialty,20,0
22,Private,HS-grad,Adm-clerical,40,0
60,Self-emp-inc,10th,Exec-managerial,44,0
21,Private,HS-grad,Handlers-cleaners,40,0
41,State-gov,HS-grad,Handlers-cleaners,40,0
28,Private,HS-grad,Other-service,40,0
47,?,HS-grad,?,32,0
32,Private,HS-grad,Machine-op-inspct,40,0
54,Private,HS-grad,Sales,50,1
45,Private,Some-college,Transport-moving,50,1
60,?,10th,?,10,0
46,Self-emp-not-inc,Masters,Prof-specialty,45,0
59,Private,HS-grad,Adm-clerical,40,0
50,Private,Masters,Sales,40,1
39,Local-gov,11th,Adm-clerical,40,0
46,Private,Bachelors,Adm-clerical,25,0
39,Private,Some-college,Sales,55,0
23,Private,HS-grad,Sales,40,0
23,Private,Some-college,Adm-clerical,32,0
44,Private,Bachelors,Prof-specialty,36,0
32,Private,HS-grad,Transport-moving,55,0
27,Private,Masters,Prof-specialty,45,0
45,Private,Assoc-acdm,Exec-managerial,56,0
39,Private,Assoc-acdm,Exec-managerial,35,0
42,Private,Assoc-acdm,Sales,45,0
24,Private,Bachelors,Exec-managerial,48,0
48,Local-gov,Some-college,Protective-serv,42,1
39,Private,HS-grad,Machine-op-inspct,40,0
64,Private,Some-college,Adm-clerical,40,0
23,Private,Some-college,Craft-repair,40,0
64,State-gov,Doctorate,Prof-specialty,50,1
51,Private,Some-college,Adm-clerical,40,0
42,Private,Some-college,Adm-clerical,12,0
28,Private,HS-grad,Exec-managerial,40,0
65,Private,7th-8th,Craft-repair,40,0
26,Private,HS-grad,Craft-repair,40,0
43,State-gov,Bachelors,Exec-managerial,55,1
37,Private,HS-grad,Craft-repair,40,0
41,Private,Some-college,Sales,50,0
41,Private,Masters,Exec-managerial,50,1
35,Private,HS-grad,Exec-managerial,50,0
48,Private,HS-grad,Adm-clerical,16,0
21,Private,Some-college,Handlers-cleaners,30,0
64,Private,Bachelors,Exec-managerial,40,1
43,Private,HS-grad,Adm-clerical,50,1
55,Private,HS-grad,Exec-managerial,40,0
47,State-gov,Assoc-acdm,Transport-moving,40,0
35,Private,HS-grad,Exec-managerial,60,0
26,Private,Some-college,Handlers-cleaners,40,0
58,Self-emp-not-inc,HS-grad,Farming-fishing,50,0
75,State-gov,Some-college,Adm-clerical,10,0
78,?,Masters,?,15,0
42,Private,HS-grad,Other-service,30,0
29,Private,7th-8th,Other-service,40,0
29,Private,Bachelors,Exec-managerial,40,0
25,Private,Some-college,Other-service,34,0
52,Private,Bachelors,Prof-specialty,38,1
36,Private,HS-grad,Adm-clerical,50,0
59,Self-emp-not-inc,HS-grad,Prof-specialty,20,0
40,Self-emp-not-inc,Some-college,Machine-op-inspct,35,0
59,Private,Some-college,Craft-repair,40,0
28,Private,Bachelors,Exec-managerial,60,0
52,Private,Some-college,Sales,55,0
54,Self-emp-not-inc,Masters,Sales,50,0
34,Private,HS-grad,Transport-moving,65,0
59,Private,HS-grad,Other-service,35,0
26,Private,Some-college,Craft-repair,40,0
39,Private,Bachelors,Craft-repair,40,1
40,Private,HS-grad,Handlers-cleaners,48,0
23,Private,Assoc-acdm,Craft-repair,20,0
43,Private,HS-grad,Machine-op-inspct,40,0
33,Private,Assoc-acdm,Exec-managerial,55,0
68,Private,Bachelors,Sales,40,1
39,Private,Assoc-acdm,Sales,24,0
30,Private,HS-grad,Craft-repair,35,0
25,Private,HS-grad,Machine-op-inspct,45,0
63,Self-emp-not-inc,10th,Craft-repair,20,0
20,Private,Assoc-acdm,Exec-managerial,40,0
41,Private,HS-grad,Craft-repair,60,0
20,Private,Some-college,Adm-clerical,30,0
19,Private,Some-college,Sales,36,0
22,Private,Some-college,Other-service,40,0
41,State-gov,Bachelors,Farming-fishing,40,1
28,Private,HS-grad,Other-service,40,0
41,Private,Some-college,Craft-repair,40,0
32,Self-emp-not-inc,HS-grad,Craft-repair,32,0
27,Private,HS-grad,Craft-repair,50,0
22,Private,Bachelors,Prof-specialty,20,0
22,Private,Some-college,Other-service,30,0
44,Private,Bachelors,Sales,75,0
30,Self-emp-not-inc,HS-grad,Farming-fishing,85,0
31,Private,HS-grad,Adm-clerical,8,0
57,Private,HS-grad,Craft-repair,40,0
53,Self-emp-inc,Some-college,Exec-managerial,40,0
40,Private,7th-8th,Craft-repair,40,0
44,Self-emp-not-inc,Some-college,Farming-fishing,72,0
