age,workclass,education-num,occupation,capital-gain,capital-loss,hours-per-week,income
62,?,14,?,0,0,30,1
34,Private,13,Prof-specialty,0,0,35,0
24,Private,13,Tech-support,0,0,20,0
41,Private,9,Handlers-cleaners,0,0,40,0
57,Private,7,Other-service,0,0,52,0
28,Private,13,Sales,0,0,40,0
46,Private,10,Machine-op-inspct,0,0,17,0
51,Private,5,Other-service,0,0,40,0
32,Self-emp-not-inc,13,Tech-support,7298,0,40,0
21,Local-gov,8,Handlers-cleaners,0,0,20,0
62,Private,9,Machine-op-inspct,2174,0,40,0
40,Private,3,Other-service,4064,0,40,0
55,Private,6,Other-service,2580,0,40,0
41,Private,10,Craft-repair,0,0,40,1
63,Federal-gov,16,Exec-managerial,0,2559,60,1
25,Private,6,Craft-repair,0,0,40,0
42,Self-emp-not-inc,15,Prof-specialty,0,0,60,1
20,Private,10,Farming-fishing,0,0,40,0
54,Private,9,Other-service,0,0,15,0
30,Private,11,Transport-moving,0,0,40,0
68,Federal-gov,9,Prof-specialty,0,3683,40,0
76,Private,9,Adm-clerical,0,0,8,0
26,Private,9,Machine-op-inspct,0,0,40,0
26,Private,6,Transport-moving,0,0,35,0
50,Private,9,Farming-fishing,0,0,60,1
21,Private,12,Adm-clerical,0,0,40,0
20,Private,9,Craft-repair,0,0,40,0
19,Private,10,Adm-clerical,0,0,25,0
42,Local-gov,14,Prof-specialty,0,0,35,1
25,Private,9,Adm-clerical,0,0,40,0
31,Private,14,Sales,0,0,40,1
29,Local-gov,14,Prof-specialty,1506,0,40,0
46,Private,7,Machine-op-inspct,0,0,40,0
51,Local-gov,14,Prof-specialty,0,0,35,0
46,Federal-gov,10,Exec-managerial,0,0,40,0
32,Private,7,Other-service,0,0,40,0
34,Local-gov,13,Prof-specialty,0,0,50,0
55,Private,13,Exec-managerial,15024,0,42,1
45,Self-emp-not-inc,15,Prof-specialty,0,0,38,0
42,Federal-gov,9,Craft-repair,0,0,48,0
40,Private,4,Other-service,0,0,20,0
22,Private,9,Other-service,0,0,20,0
26,Private,13,Sales,0,0,50,0
31,Federal-gov,13,Prof-specialty,0,0,40,0
20,?,10,?,0,0,40,0
24,Private,12,Other-service,0,0,30,0
52,Self-emp-not-inc,6,Exec-managerial,0,0,60,0
44,Private,9,Sales,0,0,40,0
51,Private,9,Machine-op-inspct,4386,0,40,1
56,Private,13,Prof-specialty,0,1902,65,1
41,Private,9,Machine-op-inspct,0,0,40,0
59,Private,9,Transport-moving,0,0,35,0
39,Federal-gov,10,Adm-clerical,0,0,40,1
39,Private,11,Craft-repair,0,0,40,0
30,Private,9,Handlers-cleaners,0,0,35,0
26,Local-gov,6,Handlers-cleaners,0,0,40,0
50,Self-emp-inc,9,Craft-repair,0,1672,60,0
19,Private,9,Other-service,0,0,20,0
19,Private,10,Other-service,0,0,35,0
56,Self-emp-not-inc,15,Prof-specialty,0,1977,50,1
28,Local-gov,14,Prof-specialty,7688,0,35,1
26,Private,13,Exec-managerial,0,0,40,0
31,Private,10,Other-service,0,0,30,0
48,Private,14,Adm-clerical,0,0,20,0
51,Private,11,Adm-clerical,0,0,45,0
39,Private,13,Craft-repair,0,0,40,1
60,Private,9,Other-service,0,0,38,0
26,Private,9,Machine-op-inspct,5721,0,40,0
19,Private,10,Sales,0,0,25,0
28,Private,9,Transport-moving,0,1740,40,0
35,State-gov,13,Exec-managerial,2977,0,45,0
40,Private,10,Craft-repair,0,0,50,1
37,Private,14,Prof-specialty,0,0,45,1
31,Private,4,Machine-op-inspct,0,0,20,0
39,Private,13,Sales,0,0,40,0
47,Private,9,Sales,0,0,50,1
53,Private,3,Craft-repair,5178,0,40,1
29,Private,10,Other-service,594,0,24,0
37,Private,13,Machine-op-inspct,0,0,40,0
53,Private,10,Prof-specialty,0,0,24,0
24,Private,8,Craft-repair,0,0,40,0
46,Private,9,Transport-moving,0,0,40,0
27,Private,10,Sales,0,0,35,0
24,Self-emp-not-inc,13,Sales,0,0,40,0
31,Private,9,Transport-moving,0,0,65,0
59,Private,4,Machine-op-inspct,0,0,40,0
26,Private,9,Craft-repair,0,0,40,0
20,Private,10,Other-service,0,0,16,0
79,?,15,?,0,0,10,0
40,Private,9,Other-service,0,0,25,0
22,Private,10,Other-service,0,0,25,0
18,Private,6,Other-service,0,0,24,0
57,?,9,?,0,0,5,0
35,Private,9,Machine-op-inspct,0,0,40,0
29,Private,9,Farming-fishing,0,0,30,0
37,Private,9,Other-service,0,0,40,0
65,Private,10,Adm-clerical,0,0,40,0
53,Private,13,Adm-clerical,0,1902,40,1
27,Private,9,Craft-repair,0,0,40,1
61,Private,2,Handlers-cleaners,0,0,40,0
26,Private,10,Handlers-cleaners,0,0,20,0
22,Local-gov,10,Protective-serv,0,0,40,0
49,Private,10,Exec-managerial,0,0,46,0
51,Private,9,Transport-moving,7688,0,40,0
23,Private,10,Exec-managerial,0,0,25,0
53,Private,6,Craft-repair,0,0,40,0
35,Private,11,Craft-repair,0,0,40,0
75,?,13,?,25124,0,16,1
36,Self-emp-not-inc,13,Exec-managerial,4386,0,50,1
20,Private,10,Other-service,0,0,10,0
36,Private,9,Adm-clerical,3325,0,40,0
59,Private,3,Machine-op-inspct,0,0,40,0
55,Private,6,Craft-repair,0,0,40,1
28,Private,11,Transport-moving,0,0,40,0
67,Self-emp-inc,14,Sales,0,0,48,1
48,Private,10,Exec-managerial,0,0,60,0
46,Private,10,Adm-clerical,0,0,40,0
33,Private,9,Craft-repair,0,0,40,0
46,Private,12,Exec-managerial,0,0,60,0
23,Private,7,Other-service,0,0,24,0
39,Private,9,Sales,0,0,40,0
22,Private,9,Handlers-cleaners,0,0,40,0
52,Self-emp-not-inc,10,Craft-repair,0,0,40,0
31,Private,10,Prof-specialty,0,0,50,0
34,Private,10,Other-service,0,0,40,0
26,Private,10,Other-service,0,0,40,0
39,Private,9,Handlers-cleaners,0,0,45,0
34,Private,10,Machine-op-inspct,0,0,40,0
33,Private,10,Adm-clerical,0,0,50,0
39,Private,13,Prof-specialty,0,0,50,0
38,Local-gov,9,Transport-moving,0,0,40,0
53,Self-emp-inc,13,Sales,0,0,45,1
35,Self-emp-not-inc,9,Craft-repair,0,0,50,0
21,Federal-gov,9,Adm-clerical,0,0,36,0
22,Private,13,Prof-specialty,0,0,40,0
52,Private,14,Exec-managerial,-31073,0,40,0
57,Private,10,Adm-clerical,0,0,40,0
25,Private,9,Sales,0,0,40,0
23,Private,9,Machine-op-inspct,0,0,40,0
27,Private,13,Exec-managerial,0,0,40,0
18,Private,10,Other-service,0,0,20,0
44,Private,10,Craft-repair,0,0,42,0
54,Private,9,Sales,0,0,44,0
22,Private,9,Exec-managerial,0,0,42,0
34,Private,9,Exec-managerial,0,0,50,0
29,Private,11,Exec-managerial,0,0,50,0
55,Private,10,Tech-support,0,0,50,1
26,Local-gov,14,Prof-specialty,0,0,50,0
71,Private,9,Protective-serv,6767,0,20,0
22,Private,9,Adm-clerical,0,0,20,0
29,Private,9,Machine-op-inspct,0,0,38,0
48,Private,13,Sales,0,0,25,0
65,Local-gov,7,Transport-moving,0,0,35,0
17,?,6,?,1055,0,30,0
36,Private,9,Exec-managerial,0,0,50,0
31,Private,10,Craft-repair,0,0,45,0
23,Private,4,Transport-moving,0,0,32,0
53,Private,13,Prof-specialty,0,0,48,0
22,Local-gov,9,Farming-fishing,0,0,20,0
52,Private,10,Exec-managerial,0,0,40,1
36,Private,10,Craft-repair,0,0,40,0
34,State-gov,10,Exec-managerial,0,0,40,0
23,Private,3,Handlers-cleaners,0,0,40,0
31,Private,9,Machine-op-inspct,0,0,50,0
53,Local-gov,13,Prof-specialty,0,0,50,1
54,Private,10,Craft-repair,0,0,48,0
28,Private,9,Adm-clerical,0,0,40,0
58,Private,6,Transport-moving,0,1887,40,1
34,Private,10,Exec-managerial,0,1590,40,0
29,Private,12,Prof-specialty,0,0,35,0
25,Self-emp-inc,13,Adm-clerical,0,0,40,0
50,Local-gov,10,Craft-repair,7688,0,40,1
38,Private,13,Prof-specialty,15024,0,70,1
33,Self-emp-not-inc,13,Craft-repair,0,0,40,1
69,Private,12,Exec-managerial,0,0,24,0
36,Private,9,Machine-op-inspct,0,0,48,0
38,Self-emp-inc,16,Prof-specialty,0,0,50,0
25,Private,11,Adm-clerical,0,0,38,0
49,Private,10,Adm-clerical,0,0,40,0
38,Private,9,Other-service,0,0,40,0
47,Private,16,Prof-specialty,0,0,40,1
62,Private,9,Machine-op-inspct,0,0,40,0
58,State-gov,9,Tech-support,0,0,40,0
63,Federal-gov,14,Prof-specialty,0,0,40,1
19,Self-emp-not-inc,9,Other-service,0,0,53,0
25,Private,10,Exec-managerial,0,0,40,0
27,Private,12,Tech-support,0,0,40,0
34,Private,13,Sales,0,0,65,1
44,Private,10,Adm-clerical,0,0,40,0
18,Private,10,Transport-moving,2907,0,30,0
28,Private,13,Prof-specialty,0,0,47,0
46,Federal-gov,13,Prof-specialty,7688,0,45,1
32,Federal-gov,12,Protective-serv,0,0,40,0
47,Private,3,Machine-op-inspct,0,0,20,0
22,Private,12,Adm-clerical,0,0,27,0
45,Private,4,Other-service,0,0,40,0
43,Local-gov,14,Prof-specialty,914,0,40,0
49,Self-emp-not-inc,14,Exec-managerial,5178,0,40,0
37,Self-emp-not-inc,10,Craft-repair,0,0,70,0
18,Private,10,Adm-clerical,0,0,25,0
53,Private,13,Prof-specialty,0,0,40,0
45,State-gov,14,Exec-managerial,0,0,40,0
61,Private,9,Other-service,0,0,40,0
28,Private,9,Craft-repair,0,0,50,0
30,Private,10,Machine-op-inspct,0,0,40,0
32,Private,11,Other-service,0,0,40,0
58,Private,9,Exec-managerial,0,0,45,0
38,Private,13,Sales,0,0,48,1
25,Private,13,Prof-specialty,0,0,44,0
36,Private,10,Exec-managerial,0,0,40,1
23,Private,10,Farming-fishing,0,0,35,0
29,Federal-gov,12,Adm-clerical,0,0,40,0
47,Private,11,Prof-specialty,0,0,44,0
25,Local-gov,9,Craft-repair,0,0,40,0
53,Private,7,Craft-repair,0,0,40,0
23,Private,9,Craft-repair,0,0,40,0
18,Private,10,Other-service,0,0,30,0
40,Self-emp-inc,9,Exec-managerial,0,0,40,0
34,Private,9,Machine-op-inspct,0,0,40,0
55,Private,14,Exec-managerial,0,1977,50,1
33,Private,2,Craft-repair,0,2603,32,0
41,Federal-gov,14,Tech-support,0,0,40,0
34,Private,9,Exec-managerial,0,0,48,0
39,Private,12,Exec-managerial,1506,0,40,0
25,Private,9,Sales,0,0,40,0
57,Self-emp-not-inc,12,Prof-specialty,0,0,40,0
48,Private,9,Other-service,0,0,50,0
38,Private,9,Sales,0,0,40,0
25,Private,10,Tech-support,2174,0,40,0
54,State-gov,9,Other-service,0,0,38,0
30,Local-gov,11,Protective-serv,0,0,40,0
28,Private,10,Adm-clerical,0,0,40,0
37,Private,9,Craft-repair,0,0,40,0
25,Private,13,Prof-specialty,0,0,40,0
36,Private,9,Craft-repair,0,0,43,0
17,Self-emp-inc,6,Craft-repair,0,0,40,0
57,Self-emp-inc,9,Sales,0,0,40,0
23,Private,13,Prof-specialty,0,0,42,0
44,Private,10,Craft-repair,0,0,56,1
22,Private,13,Other-service,0,0,10,0
31,Private,9,Priv-house-serv,0,0,60,0
50,Private,9,Prof-specialty,0,0,16,0
23,Private,13,Exec-managerial,0,0,40,0
28,Private,9,Protective-serv,0,0,40,0
48,Private,4,Priv-house-serv,0,0,15,0
28,State-gov,9,Adm-clerical,0,0,40,0
39,Self-emp-inc,14,Prof-specialty,0,0,40,1
17,Private,7,Prof-specialty,0,0,15,0
22,Private,9,Adm-clerical,0,0,40,0
19,Private,9,Sales,0,0,78,0
22,Private,10,Craft-repair,0,0,35,0
78,Self-emp-not-inc,10,Craft-repair,0,0,3,1
55,Private,9,Craft-repair,0,0,48,1
43,Private,10,Exec-managerial,0,0,50,1
28,Local-gov,14,Prof-specialty,0,0,20,1
30,Self-emp-inc,10,Craft-repair,0,0,70,0
56,Private,11,Exec-managerial,15024,0,40,1
24,Private,11,Adm-clerical,0,0,40,0
49,Local-gov,14,Prof-specialty,0,0,50,0
41,?,7,?,0,0,40,0
29,Local-gov,14,Prof-specialty,0,0,40,1
35,Self-emp-not-inc,10,Farming-fishing,0,0,60,0
38,Private,3,Machine-op-inspct,0,0,48,0
38,Private,9,Sales,0,0,44,0
37,Self-emp-inc,13,Sales,0,2415,50,1
31,Private,9,Other-service,0,0,40,0
45,Private,10,Exec-managerial,13550,0,60,0
30,Private,11,Craft-repair,0,0,40,0
33,Private,14,Exec-managerial,0,0,32,0
52,Self-emp-not-inc,11,Farming-fishing,0,0,48,0
31,Private,5,Exec-managerial,0,0,40,0
29,Local-gov,11,Tech-support,0,0,35,1
20,Private,10,Other-service,0,0,30,0
29,Private,9,Machine-op-inspct,0,0,40,0
19,Private,10,Machine-op-inspct,0,0,80,0
31,Private,10,Adm-clerical,2463,0,38,0
48,Private,10,Other-service,0,0,32,0
30,Private,12,Prof-specialty,0,2002,40,0
21,Private,10,Other-service,0,0,20,0
39,Self-emp-not-inc,10,Prof-specialty,0,0,48,0
24,Self-emp-not-inc,10,Prof-specialty,0,0,30,1
18,Private,10,Sales,0,0,20,0
32,Private,9,Adm-clerical,0,0,40,1
31,Private,2,Prof-specialty,0,0,45,0
38,Self-emp-not-inc,9,Craft-repair,0,0,40,0
53,Private,10,Adm-clerical,0,0,50,1
39,Self-emp-not-inc,9,Other-service,0,0,50,0
40,Private,13,Exec-managerial,0,0,55,0
34,State-gov,9,Adm-clerical,0,0,40,0
30,Private,9,Handlers-cleaners,0,0,22,0
80,Private,16,Prof-specialty,0,0,30,0
44,Self-emp-not-inc,9,Craft-repair,7298,0,50,1
25,Private,13,Sales,0,0,40,0
34,Private,9,Sales,0,0,35,0
57,Private,13,Exec-managerial,15024,0,60,1
18,Private,9,Adm-clerical,0,0,25,0
49,Federal-gov,9,Exec-managerial,0,0,20,0
39,Private,13,Exec-managerial,0,0,60,1
37,Private,9,Adm-clerical,0,0,60,0
31,?,7,?,0,0,40,0
27,Private,12,Exec-managerial,0,0,40,1
49,Private,10,Exec-managerial,0,0,45,1
37,Private,13,Sales,0,0,55,0
19,Private,9,Adm-clerical,0,0,25,0
50,Self-emp-not-inc,14,Exec-managerial,0,0,60,0
46,Private,9,Transport-moving,0,0,41,0
42,Private,9,Craft-repair,0,0,40,1
68,Self-emp-not-inc,9,Sales,0,0,40,0
45,Private,11,Sales,0,0,38,0
46,Private,16,Sales,0,0,40,0
42,Private,10,Sales,0,0,50,0
40,Private,9,Craft-repair,0,0,40,0
24,Private,13,Craft-repair,0,0,40,0
27,Private,9,Sales,0,0,50,0
25,Private,13,Adm-clerical,0,0,40,0
43,Private,13,Adm-clerical,0,0,40,0
51,Private,8,Craft-repair,0,0,45,0
51,Self-emp-not-inc,9,Farming-fishing,0,0,84,0
39,Private,13,Sales,0,1876,50,0
32,Private,9,Adm-clerical,0,0,40,0
33,State-gov,9,Adm-clerical,0,0,40,0
27,Private,7,Machine-op-inspct,0,0,40,0
27,Private,9,Adm-clerical,0,0,70,0
27,Private,13,Craft-repair,0,0,45,1
35,Private,5,Other-service,0,0,32,0
30,Private,9,Other-service,0,0,30,0
56,Private,9,Craft-repair,0,0,40,0
40,Private,14,Exec-managerial,0,0,46,1
62,Private,14,Exec-managerial,0,0,55,0
47,Self-emp-inc,13,Exec-managerial,0,0,90,0
50,Local-gov,10,Craft-repair,0,0,40,0
37,Federal-gov,13,Adm-clerical,7298,0,40,1
52,Private,14,Exec-managerial,15024,0,60,0
40,Local-gov,13,Prof-specialty,0,0,50,0
32,Private,10,Transport-moving,0,0,50,0
41,State-gov,13,Protective-serv,0,1590,40,0
24,Private,10,Adm-clerical,0,0,40,0
44,Private,13,Exec-managerial,0,0,35,1
54,Private,9,Machine-op-inspct,5178,0,50,1
28,Private,14,Sales,0,0,36,0
51,Private,13,Sales,0,0,40,1
46,Private,9,Machine-op-inspct,0,0,40,0
37,Private,10,Transport-moving,0,1741,70,0
41,Federal-gov,10,Prof-specialty,0,0,44,1
30,Private,10,Craft-repair,0,0,45,1
52,Private,9,Transport-moving,0,0,60,0
19,Private,10,Transport-moving,0,0,40,0
45,Private,13,Transport-moving,0,0,40,1
31,Private,13,Prof-specialty,7688,0,43,1
56,Private,10,Prof-specialty,0,0,40,1
47,Private,13,Exec-managerial,2885,0,65,0
29,Private,9,Sales,0,0,40,1
47,Private,7,Transport-moving,0,0,40,0
46,Private,12,Craft-repair,0,0,44,1
27,?,13,?,0,0,50,0
23,?,10,?,0,0,20,0
20,Private,9,Transport-moving,0,0,40,0
38,Private,13,Tech-support,0,0,24,0
30,State-gov,14,Prof-specialty,0,0,40,0
35,Private,9,Exec-managerial,0,0,30,0
38,Private,9,Farming-fishing,0,0,50,0
45,Private,9,Craft-repair,0,0,56,0
35,Private,14,Prof-specialty,0,0,35,0
42,Private,10,Craft-repair,0,0,40,0
32,?,10,?,0,0,40,0
39,Private,9,Craft-repair,0,0,40,0
41,Private,13,Craft-repair,0,0,40,1
21,Private,10,Adm-clerical,0,0,40,0
40,Private,9,Adm-clerical,0,0,32,0
32,Private,6,Craft-repair,0,0,40,0
26,Private,10,Prof-specialty,0,0,35,0
65,Private,9,Transport-moving,0,0,16,0
26,Self-emp-inc,9,Exec-managerial,0,0,78,1
36,?,9,?,0,0,40,1
61,?,13,?,0,0,55,0
35,Local-gov,10,Craft-repair,0,0,40,0
56,Federal-gov,9,Adm-clerical,0,0,40,1
33,Private,9,Adm-clerical,0,0,40,0
30,Private,9,Handlers-cleaners,0,0,40,0
29,Private,9,Adm-clerical,0,0,20,0
45,Private,8,Adm-clerical,3103,0,40,1
42,Private,9,Handlers-cleaners,0,0,40,1
31,Private,14,Exec-managerial,0,0,55,0
41,Private,13,Prof-specialty,0,0,45,0
36,Private,13,Prof-specialty,0,0,45,1
29,Private,11,Handlers-cleaners,0,0,40,0
21,Private,9,Other-service,0,0,16,0
45,Self-emp-inc,15,Prof-specialty,0,0,50,0
32,Private,12,Craft-repair,0,0,42,0
44,Private,9,Tech-support,0,0,45,1
34,Private,9,Craft-repair,0,0,55,0
35,Self-emp-not-inc,10,Other-service,0,0,60,0
49,Self-emp-not-inc,3,Other-service,0,0,40,0
27,Private,10,Prof-specialty,0,0,40,0
51,Private,9,Craft-repair,0,0,40,0
37,Private,14,Prof-specialty,0,0,50,1
37,Private,10,Sales,0,0,45,0
24,Private,9,Farming-fishing,0,0,40,0
19,Self-emp-not-inc,10,Sales,0,0,16,0
58,Private,9,Adm-clerical,0,0,40,1
34,Private,9,Craft-repair,0,0,55,1
43,Private,9,Transport-moving,0,0,50,0
19,Private,9,Craft-repair,0,0,40,0
52,State-gov,14,Prof-specialty,0,0,40,0
26,Private,10,Farming-fishing,0,0,40,0
57,Private,3,Craft-repair,0,0,40,0
22,Private,9,Sales,0,0,40,0
42,Private,9,Handlers-cleaners,0,0,50,0
37,Self-emp-not-inc,7,Transport-moving,0,0,40,0
28,Private,6,Machine-op-inspct,0,0,40,0
61,Self-emp-inc,14,Exec-managerial,0,0,99,0
52,Private,11,Prof-specialty,0,0,40,0
34,Local-gov,9,Adm-clerical,0,0,33,0
23,Private,9,Machine-op-inspct,2105,0,40,0
37,Local-gov,10,Protective-serv,0,0,60,0
57,Private,14,Prof-specialty,0,0,55,1
43,Private,9,Machine-op-inspct,0,0,43,0
34,Private,9,Machine-op-inspct,0,0,40,0
48,Private,9,Protective-serv,0,0,40,0
50,Private,7,Machine-op-inspct,0,0,40,0
45,Federal-gov,13,Handlers-cleaners,0,0,40,0
40,Private,9,Sales,7298,0,45,1
38,Private,3,Machine-op-inspct,0,0,40,0
29,Private,9,Exec-managerial,0,0,55,0
40,Private,12,Tech-support,0,0,40,1
48,Local-gov,14,Prof-specialty,15024,0,10,0
20,Private,10,Handlers-cleaners,0,0,30,0
33,Self-emp-not-inc,10,Farming-fishing,0,0,70,0
51,Private,9,Transport-moving,5013,0,40,0
59,State-gov,14,Prof-specialty,0,0,60,0
24,Private,10,Other-service,0,0,35,0
46,Private,9,Sales,0,0,35,0
54,Private,9,Craft-repair,0,0,40,0
19,Private,9,Prof-specialty,4416,0,40,0
27,Local-gov,13,Prof-specialty,0,0,45,0
27,Private,9,Sales,0,0,37,0
33,Local-gov,11,Tech-support,0,0,50,0
31,Private,12,Adm-clerical,0,0,40,1
42,Private,9,Exec-managerial,0,0,55,0
20,Private,11,Other-service,0,0,20,0
29,Private,11,Adm-clerical,0,0,40,0
51,Private,10,Exec-managerial,0,0,50,1
26,Private,9,Adm-clerical,0,0,40,0
44,Private,14,Prof-specialty,0,1887,35,1
50,Private,16,Prof-specialty,0,0,37,1
25,Local-gov,11,Protective-serv,0,0,30,0
44,Local-gov,10,Protective-serv,0,0,99,0
36,Local-gov,9,Transport-moving,0,0,40,0
64,Private,11,Tech-support,0,0,40,0
23,Private,10,Adm-clerical,0,0,40,0
36,?,9,?,0,0,4,0
39,Local-gov,9,Adm-clerical,0,0,35,0
58,Private,10,Adm-clerical,0,0,39,0
28,Private,2,Priv-house-serv,0,0,40,0
45,?,9,?,0,0,40,0
27,Private,13,Handlers-cleaners,0,0,40,0
20,State-gov,10,Other-service,0,0,20,0
35,Private,10,Craft-repair,0,0,40,0
23,Private,9,Exec-managerial,0,0,32,0
66,?,10,?,0,0,40,1
19,?,10,?,0,0,40,0
43,Private,9,Adm-clerical,0,0,40,0
30,Local-gov,10,Protective-serv,0,1974,40,0
50,Local-gov,13,Exec-managerial,0,0,40,1
40,Private,10,Machine-op-inspct,0,0,40,0
26,Private,3,Handlers-cleaners,0,0,40,0
44,Private,10,Transport-moving,0,0,40,0
37,Private,9,Craft-repair,0,0,40,0
54,Self-emp-not-inc,9,Craft-repair,0,0,35,0
21,Private,10,Tech-support,0,1719,9,0
48,Private,12,Other-service,0,0,44,0
59,Self-emp-not-inc,14,Craft-repair,0,0,40,1
17,Self-emp-not-inc,7,Farming-fishing,0,0,15,0
31,Private,10,Adm-clerical,0,0,50,1
39,Self-emp-inc,9,Exec-managerial,0,1977,40,1
33,Self-emp-not-inc,9,Sales,0,0,70,0
24,Private,13,Prof-specialty,0,0,20,0
42,Private,14,Exec-managerial,0,2415,55,0
27,Private,10,Other-service,0,0,30,0
42,Private,9,Machine-op-inspct,0,0,40,0
31,Private,9,Machine-op-inspct,0,0,40,0
27,Private,9,Adm-clerical,5178,0,40,1
29,Private,16,Prof-specialty,0,0,80,0
20,Local-gov,9,Handlers-cleaners,0,0,40,0
39,Private,5,Craft-repair,0,0,40,0
24,?,9,?,0,0,37,0
51,Private,10,Adm-clerical,0,0,40,0
40,Private,9,Exec-managerial,0,0,40,0
18,Private,7,Prof-specialty,0,0,2,0
69,Self-emp-not-inc,5,Farming-fishing,0,0,25,0
60,Private,8,Adm-clerical,0,0,40,0
53,Federal-gov,9,Adm-clerical,7298,0,40,0
33,Private,9,Other-service,0,0,40,0
57,Private,10,Protective-serv,0,0,40,0
27,Private,10,Other-service,0,0,40,0
39,Self-emp-not-inc,15,Prof-specialty,15024,0,50,1
22,Private,11,Exec-managerial,0,0,40,0
26,Private,2,Handlers-cleaners,0,0,55,0
66,Self-emp-not-inc,13,Craft-repair,2290,0,40,0
43,Private,13,Adm-clerical,0,0,40,0
46,Self-emp-inc,13,Tech-support,7298,0,65,0
36,Private,9,Transport-moving,0,0,50,0
35,Private,7,Craft-repair,6849,0,40,0
45,Self-emp-not-inc,9,Transport-moving,0,0,80,0
30,Private,12,Transport-moving,0,1485,37,1
36,Private,13,Prof-specialty,0,1902,50,1
25,Local-gov,10,Protective-serv,0,0,40,0
37,Self-emp-inc,15,Prof-specialty,0,0,60,0
37,Private,9,Handlers-cleaners,0,0,40,0
31,Federal-gov,12,Adm-clerical,0,0,40,0
63,Self-emp-not-inc,13,Prof-specialty,0,0,20,0
51,Self-emp-not-inc,13,Exec-managerial,0,0,50,0
19,Private,10,Other-service,0,0,12,0
36,Private,10,Machine-op-inspct,0,0,40,0
54,Local-gov,9,Transport-moving,0,0,40,0
58,Private,13,Prof-specialty,0,0,40,1
56,Private,9,Adm-clerical,0,0,43,0
28,Self-emp-not-inc,10,Transport-moving,0,1762,40,0
17,Private,7,Other-service,0,0,16,0
44,Local-gov,12,Tech-support,0,0,40,0
24,Private,8,Craft-repair,0,0,32,0
23,Private,6,Craft-repair,0,0,44,0
42,Private,5,Machine-op-inspct,0,0,46,0
49,Private,9,Other-service,0,0,40,0
20,Private,9,Transport-moving,0,0,40,0
33,Federal-gov,9,Transport-moving,0,0,34,0
56,Self-emp-not-inc,7,Craft-repair,0,0,40,0
38,Private,9,Protective-serv,0,0,48,0
17,Private,6,Other-service,0,0,15,0
42,Private,9,Craft-repair,0,0,40,0
34,Private,9,Machine-op-inspct,0,0,40,0
57,Private,11,Adm-clerical,0,0,40,0
26,Private,14,Exec-managerial,0,0,38,0
18,Private,9,Other-service,0,0,20,0
47,Private,9,Sales,0,0,40,0
32,Private,13,Adm-clerical,0,0,40,0
25,Private,9,Sales,0,0,35,0
36,Private,9,Craft-repair,0,0,40,0
20,Private,7,Tech-support,0,0,40,0
53,Local-gov,14,Exec-managerial,14344,0,50,1
24,Private,9,Handlers-cleaners,0,0,30,0
25,Private,10,Adm-clerical,0,0,40,0
52,Private,7,Handlers-cleaners,0,0,40,0
34,Private,12,Sales,0,1902,50,1
28,Private,10,Exec-managerial,0,0,40,1
45,Federal-gov,10,Tech-support,7688,0,40,1
18,Private,7,Other-service,0,0,35,0
64,?,10,?,0,0,40,0
46,Private,10,Craft-repair,0,0,40,0
43,Private,10,Craft-repair,0,0,45,1
22,Private,9,Other-service,0,0,20,0
28,Local-gov,9,Other-service,0,0,40,0
34,Private,9,Adm-clerical,0,1485,40,0
35,Private,10,Exec-managerial,0,0,40,1
37,Private,13,Exec-managerial,0,0,45,0
49,Local-gov,14,Prof-specialty,0,0,80,0
30,Self-emp-not-inc,9,Craft-repair,0,0,40,0
41,State-gov,13,Prof-specialty,0,0,40,0
52,Private,8,Exec-managerial,0,0,60,0
35,Private,12,Machine-op-inspct,0,0,45,0
56,Private,10,Adm-clerical,0,0,35,0
33,Private,9,Exec-managerial,0,0,45,0
28,Private,10,Craft-repair,0,0,50,1
46,Private,1,Machine-op-inspct,0,0,75,0
45,Private,9,Machine-op-inspct,0,0,45,0
47,Private,13,Sales,4064,0,60,0
22,Private,9,Sales,0,1719,40,0
23,Private,13,Sales,0,0,55,0
25,Private,9,Transport-moving,0,0,40,0
49,Private,13,Sales,0,2415,55,1
59,Self-emp-not-inc,13,Prof-specialty,-31073,0,43,1
23,Private,13,Prof-specialty,0,0,30,0
24,Local-gov,13,Prof-specialty,0,0,40,0
35,Private,14,Prof-specialty,0,0,45,1
60,Private,9,Craft-repair,0,0,40,0
28,Private,10,Adm-clerical,0,0,52,0
70,Self-emp-not-inc,14,Exec-managerial,0,2246,8,1
26,Private,6,Handlers-cleaners,0,0,40,0
33,Private,9,Machine-op-inspct,-31073,0,56,1
61,Local-gov,13,Prof-specialty,0,0,30,0
30,Private,15,Prof-specialty,0,0,20,1
51,Private,13,Prof-specialty,0,0,35,0
26,State-gov,11,Exec-managerial,0,0,40,0
18,Private,9,Machine-op-inspct,0,0,40,0
33,Private,13,Other-service,0,0,24,0
31,Private,13,Prof-specialty,7688,0,40,1
39,Private,9,Craft-repair,0,0,40,0
25,Private,13,Prof-specialty,0,0,70,0
31,Local-gov,9,Adm-clerical,0,0,40,0
44,State-gov,15,Prof-specialty,15024,0,75,1
40,Private,5,Other-service,0,0,40,0
43,Private,10,Craft-repair,0,0,40,0
21,Private,9,Farming-fishing,0,0,65,0
19,Private,9,Craft-repair,0,0,25,0
61,Private,9,Sales,0,0,48,0
